filename,clause_name,risk_domain,clause_role,severity,risk_weight,business_description,recommendation
BIOCEPTINC_08_19_2013-EX-10-COLLABORATION AGREEMENT.PDF,Post-Termination Services,Lifecycle Risk,Risk if Present,High,18,Creates obligations that continue after contract termination.,Review post-termination obligations and estimate operational burden.
"CARDAX,INC_08_19_2014-EX-10.1-COLLABORATION AGREEMENT.PDF",Exclusivity,Competition Risk,Risk if Present,Critical,25,Creates exclusive dealing obligations that may limit business flexibility.,Review exclusivity obligations and assess whether they restrict future business opportunities.
"CARDAX,INC_08_19_2014-EX-10.1-COLLABORATION AGREEMENT.PDF",Post-Termination Services,Lifecycle Risk,Risk if Present,High,18,Creates obligations that continue after contract termination.,Review post-termination obligations and estimate operational burden.
CHEETAHMOBILEINC_04_22_2014-EX-10.43-Cooperation Agreement.PDF,Exclusivity,Competition Risk,Risk if Present,Critical,25,Creates exclusive dealing obligations that may limit business flexibility.,Review exclusivity obligations and assess whether they restrict future business opportunities.
FIBROGENINC_10_01_2014-EX-10.11-COLLABORATION AGREEMENT.PDF,Exclusivity,Competition Risk,Risk if Present,Critical,25,Creates exclusive dealing obligations that may limit business flexibility.,Review exclusivity obligations and assess whether they restrict future business opportunities.
FIBROGENINC_10_01_2014-EX-10.11-COLLABORATION AGREEMENT.PDF,Post-Termination Services,Lifecycle Risk,Risk if Present,High,18,Creates obligations that continue after contract termination.,Review post-termination obligations and estimate operational burden.
LEJUHOLDINGSLTD_03_12_2014-EX-10.34-INTERNET CHANNEL COOPERATION AGREEMENT.PDF,Exclusivity,Competition Risk,Risk if Present,Critical,25,Creates exclusive dealing obligations that may limit business flexibility.,Review exclusivity obligations and assess whether they restrict future business opportunities.
QIWI_06_16_2017-EX-99.(D)(2)-COOPERATION AGREEMENT.PDF,Post-Termination Services,Lifecycle Risk,Risk if Present,High,18,Creates obligations that continue after contract termination.,Review post-termination obligations and estimate operational burden.
STWRESOURCESHOLDINGCORP_08_06_2014-EX-10.1-COOPERATION AGREEMENT.PDF,Post-Termination Services,Lifecycle Risk,Risk if Present,High,18,Creates obligations that continue after contract termination.,Review post-termination obligations and estimate operational burden.
"CERES,INC_01_25_2012-EX-10.20-Collaboration Agreement.PDF",Exclusivity,Competition Risk,Risk if Present,Critical,25,Creates exclusive dealing obligations that may limit business flexibility.,Review exclusivity obligations and assess whether they restrict future business opportunities.
"CERES,INC_01_25_2012-EX-10.20-Collaboration Agreement.PDF",Post-Termination Services,Lifecycle Risk,Risk if Present,High,18,Creates obligations that continue after contract termination.,Review post-termination obligations and estimate operational burden.
ZEBRATECHNOLOGIESCORP_04_16_2014-EX-10.1-INTELLECTUAL PROPERTY AGREEMENT.PDF,Exclusivity,Competition Risk,Risk if Present,Critical,25,Creates exclusive dealing obligations that may limit business flexibility.,Review exclusivity obligations and assess whether they restrict future business opportunities.
AIRSPANNETWORKSINC_04_11_2000-EX-10.5-Distributor Agreement.PDF,Exclusivity,Competition Risk,Risk if Present,Critical,25,Creates exclusive dealing obligations that may limit business flexibility.,Review exclusivity obligations and assess whether they restrict future business opportunities.
AIRSPANNETWORKSINC_04_11_2000-EX-10.5-Distributor Agreement.PDF,Post-Termination Services,Lifecycle Risk,Risk if Present,High,18,Creates obligations that continue after contract termination.,Review post-termination obligations and estimate operational burden.
ACCURAYINC_09_01_2010-EX-10.31-DISTRIBUTOR AGREEMENT.PDF,Post-Termination Services,Lifecycle Risk,Risk if Present,High,18,Creates obligations that continue after contract termination.,Review post-termination obligations and estimate operational burden.
BLACKBOXSTOCKSINC_08_05_2014-EX-10.1-DISTRIBUTOR AGREEMENT.PDF,Exclusivity,Competition Risk,Risk if Present,Critical,25,Creates exclusive dealing obligations that may limit business flexibility.,Review exclusivity obligations and assess whether they restrict future business opportunities.
ENTERTAINMENTGAMINGASIAINC_02_15_2005-EX-10.5-DISTRIBUTOR AGREEMENT.PDF,Exclusivity,Competition Risk,Risk if Present,Critical,25,Creates exclusive dealing obligations that may limit business flexibility.,Review exclusivity obligations and assess whether they restrict future business opportunities.
ENTERTAINMENTGAMINGASIAINC_02_15_2005-EX-10.5-DISTRIBUTOR AGREEMENT.PDF,No-Solicit Of Employees,Competition Risk,Risk if Present,Medium,10,Restricts hiring or solicitation of the counterparty’s employees.,Review employee non-solicitation restrictions for scope and duration.
ENTERTAINMENTGAMINGASIAINC_02_15_2005-EX-10.5-DISTRIBUTOR AGREEMENT.PDF,Post-Termination Services,Lifecycle Risk,Risk if Present,High,18,Creates obligations that continue after contract termination.,Review post-termination obligations and estimate operational burden.
"ETELOS,INC_03_09_2004-EX-10.8-DISTRIBUTOR AGREEMENT.PDF",Post-Termination Services,Lifecycle Risk,Risk if Present,High,18,Creates obligations that continue after contract termination.,Review post-termination obligations and estimate operational burden.
EUROPEANMICROHOLDINGSINC_03_06_1998-EX-10.6-DISTRIBUTOR AGREEMENT.PDF,Post-Termination Services,Lifecycle Risk,Risk if Present,High,18,Creates obligations that continue after contract termination.,Review post-termination obligations and estimate operational burden.
HYPERIONSOFTWARECORP_09_28_1994-EX-10.47-EXCLUSIVE DISTRIBUTOR AGREEMENT.PDF,Exclusivity,Competition Risk,Risk if Present,Critical,25,Creates exclusive dealing obligations that may limit business flexibility.,Review exclusivity obligations and assess whether they restrict future business opportunities.
HYPERIONSOFTWARECORP_09_28_1994-EX-10.47-EXCLUSIVE DISTRIBUTOR AGREEMENT.PDF,Post-Termination Services,Lifecycle Risk,Risk if Present,High,18,Creates obligations that continue after contract termination.,Review post-termination obligations and estimate operational burden.
"LEGACYTECHNOLOGYHOLDINGS,INC_12_09_2005-EX-10.2-DISTRIBUTOR AGREEMENT.PDF",Exclusivity,Competition Risk,Risk if Present,Critical,25,Creates exclusive dealing obligations that may limit business flexibility.,Review exclusivity obligations and assess whether they restrict future business opportunities.
"LEGACYTECHNOLOGYHOLDINGS,INC_12_09_2005-EX-10.2-DISTRIBUTOR AGREEMENT.PDF",Post-Termination Services,Lifecycle Risk,Risk if Present,High,18,Creates obligations that continue after contract termination.,Review post-termination obligations and estimate operational burden.
LUCIDINC_04_15_2011-EX-10.9-DISTRIBUTOR AGREEMENT.PDF,Exclusivity,Competition Risk,Risk if Present,Critical,25,Creates exclusive dealing obligations that may limit business flexibility.,Review exclusivity obligations and assess whether they restrict future business opportunities.
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT.PDF,Exclusivity,Competition Risk,Risk if Present,Critical,25,Creates exclusive dealing obligations that may limit business flexibility.,Review exclusivity obligations and assess whether they restrict future business opportunities.
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT.PDF,No-Solicit Of Customers,Competition Risk,Risk if Present,Medium,10,Restricts solicitation of the counterparty’s customers or partners.,Review customer non-solicitation restrictions for scope and duration.
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT.PDF,No-Solicit Of Employees,Competition Risk,Risk if Present,Medium,10,Restricts hiring or solicitation of the counterparty’s employees.,Review employee non-solicitation restrictions for scope and duration.
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT.PDF,Post-Termination Services,Lifecycle Risk,Risk if Present,High,18,Creates obligations that continue after contract termination.,Review post-termination obligations and estimate operational burden.
NEOMEDIATECHNOLOGIESINC_12_15_2005-EX-16.1-DISTRIBUTOR AGREEMENT.PDF,Exclusivity,Competition Risk,Risk if Present,Critical,25,Creates exclusive dealing obligations that may limit business flexibility.,Review exclusivity obligations and assess whether they restrict future business opportunities.
NANOPHASETECHNOLOGIESCORP_11_01_2005-EX-99.1-DISTRIBUTOR AGREEMENT.PDF,Exclusivity,Competition Risk,Risk if Present,Critical,25,Creates exclusive dealing obligations that may limit business flexibility.,Review exclusivity obligations and assess whether they restrict future business opportunities.
NANOPHASETECHNOLOGIESCORP_11_01_2005-EX-99.1-DISTRIBUTOR AGREEMENT.PDF,Post-Termination Services,Lifecycle Risk,Risk if Present,High,18,Creates obligations that continue after contract termination.,Review post-termination obligations and estimate operational burden.
"OPTIMIZEDTRANSPORTATIONMANAGEMENT,INC_07_26_2000-EX-6.6-DISTRIBUTOR AGREEMENT.PDF",Exclusivity,Competition Risk,Risk if Present,Critical,25,Creates exclusive dealing obligations that may limit business flexibility.,Review exclusivity obligations and assess whether they restrict future business opportunities.
"VISIUMTECHNOLOGIES,INC_10_20_2004-EX-10.20-DISTRIBUTOR AGREEMENT.PDF",Post-Termination Services,Lifecycle Risk,Risk if Present,High,18,Creates obligations that continue after contract termination.,Review post-termination obligations and estimate operational burden.
MARTINMIDSTREAMPARTNERSLP_01_23_2004-EX-10.3-TRANSPORTATION SERVICES AGREEMENT.PDF,Exclusivity,Competition Risk,Risk if Present,Critical,25,Creates exclusive dealing obligations that may limit business flexibility.,Review exclusivity obligations and assess whether they restrict future business opportunities.
ADAMSGOLFINC_03_21_2005-EX-10.17-ENDORSEMENT AGREEMENT.PDF,Exclusivity,Competition Risk,Risk if Present,Critical,25,Creates exclusive dealing obligations that may limit business flexibility.,Review exclusivity obligations and assess whether they restrict future business opportunities.
AMBASSADOREYEWEARGROUPINC_11_17_1997-EX-10.28-ENDORSEMENT AGREEMENT.PDF,Exclusivity,Competition Risk,Risk if Present,Critical,25,Creates exclusive dealing obligations that may limit business flexibility.,Review exclusivity obligations and assess whether they restrict future business opportunities.
AMBASSADOREYEWEARGROUPINC_11_17_1997-EX-10.28-ENDORSEMENT AGREEMENT.PDF,Post-Termination Services,Lifecycle Risk,Risk if Present,High,18,Creates obligations that continue after contract termination.,Review post-termination obligations and estimate operational burden.
HOLIDAYRVSUPERSTORESINC_04_15_2002-EX-10.13-ENDORSEMENT AGREEMENT.PDF,Post-Termination Services,Lifecycle Risk,Risk if Present,High,18,Creates obligations that continue after contract termination.,Review post-termination obligations and estimate operational burden.
MOVADOGROUPINC_04_30_2003-EX-10.28-ENDORSEMENT AGREEMENT.PDF,Post-Termination Services,Lifecycle Risk,Risk if Present,High,18,Creates obligations that continue after contract termination.,Review post-termination obligations and estimate operational burden.
MOSSIMOINC_04_14_2000-EX-10.14-ENDORSEMENT AGREEMENT.PDF,Exclusivity,Competition Risk,Risk if Present,Critical,25,Creates exclusive dealing obligations that may limit business flexibility.,Review exclusivity obligations and assess whether they restrict future business opportunities.
SPORTHALEYINC_09_29_1997-EX-10.2-10-ENDORSEMENT AGREEMENT.PDF,Exclusivity,Competition Risk,Risk if Present,Critical,25,Creates exclusive dealing obligations that may limit business flexibility.,Review exclusivity obligations and assess whether they restrict future business opportunities.
SPORTHALEYINC_09_29_1997-EX-10.2-10-ENDORSEMENT AGREEMENT.PDF,Unlimited/All-You-Can-Eat-License,IP Risk,Risk if Present,High,18,Grants broad or unlimited usage rights.,Review broad license grants and usage limitations.
SPORTHALEYINC_09_29_1997-EX-10.2-10-ENDORSEMENT AGREEMENT.PDF,Post-Termination Services,Lifecycle Risk,Risk if Present,High,18,Creates obligations that continue after contract termination.,Review post-termination obligations and estimate operational burden.
TEARDROPGOLFCO_10_23_1996-EX-10.12-ENDORSEMENT AGREEMENT.PDF,Exclusivity,Competition Risk,Risk if Present,Critical,25,Creates exclusive dealing obligations that may limit business flexibility.,Review exclusivity obligations and assess whether they restrict future business opportunities.
TEARDROPGOLFCO_10_23_1996-EX-10.12-ENDORSEMENT AGREEMENT.PDF,Post-Termination Services,Lifecycle Risk,Risk if Present,High,18,Creates obligations that continue after contract termination.,Review post-termination obligations and estimate operational burden.
WARNINGMANAGEMENTSERVICESINC_12_10_1999-EX-10-ENDORSEMENT AGREEMENT.PDF,Exclusivity,Competition Risk,Risk if Present,Critical,25,Creates exclusive dealing obligations that may limit business flexibility.,Review exclusivity obligations and assess whether they restrict future business opportunities.
WARNINGMANAGEMENTSERVICESINC_12_10_1999-EX-10-ENDORSEMENT AGREEMENT.PDF,Post-Termination Services,Lifecycle Risk,Risk if Present,High,18,Creates obligations that continue after contract termination.,Review post-termination obligations and estimate operational burden.
"Array BioPharma Inc. - LICENSE, DEVELOPMENT AND COMMERCIALIZATION AGREEMENT.PDF",Exclusivity,Competition Risk,Risk if Present,Critical,25,Creates exclusive dealing obligations that may limit business flexibility.,Review exclusivity obligations and assess whether they restrict future business opportunities.
"Array BioPharma Inc. - LICENSE, DEVELOPMENT AND COMMERCIALIZATION AGREEMENT.PDF",Post-Termination Services,Lifecycle Risk,Risk if Present,High,18,Creates obligations that continue after contract termination.,Review post-termination obligations and estimate operational burden.
Microgenics Corporation - Collaborative Development and Commercialization Agreement.PDF,Exclusivity,Competition Risk,Risk if Present,Critical,25,Creates exclusive dealing obligations that may limit business flexibility.,Review exclusivity obligations and assess whether they restrict future business opportunities.
WARNERCHILCOTTPLC_12_31_2003-EX-4.36-DEVELOPMENT AGREEMENT.PDF,Post-Termination Services,Lifecycle Risk,Risk if Present,High,18,Creates obligations that continue after contract termination.,Review post-termination obligations and estimate operational burden.
TRUENORTHENERGYCORP_02_08_2007-EX-10.1-DEVELOPMENT AGREEMENT.PDF,Post-Termination Services,Lifecycle Risk,Risk if Present,High,18,Creates obligations that continue after contract termination.,Review post-termination obligations and estimate operational burden.
AIRTECHINTERNATIONALGROUPINC_05_08_2000-EX-10.4-FRANCHISE AGREEMENT.PDF,Exclusivity,Competition Risk,Risk if Present,Critical,25,Creates exclusive dealing obligations that may limit business flexibility.,Review exclusivity obligations and assess whether they restrict future business opportunities.
AIRTECHINTERNATIONALGROUPINC_05_08_2000-EX-10.4-FRANCHISE AGREEMENT.PDF,No-Solicit Of Customers,Competition Risk,Risk if Present,Medium,10,Restricts solicitation of the counterparty’s customers or partners.,Review customer non-solicitation restrictions for scope and duration.
AIRTECHINTERNATIONALGROUPINC_05_08_2000-EX-10.4-FRANCHISE AGREEMENT.PDF,No-Solicit Of Employees,Competition Risk,Risk if Present,Medium,10,Restricts hiring or solicitation of the counterparty’s employees.,Review employee non-solicitation restrictions for scope and duration.
AIRTECHINTERNATIONALGROUPINC_05_08_2000-EX-10.4-FRANCHISE AGREEMENT.PDF,Post-Termination Services,Lifecycle Risk,Risk if Present,High,18,Creates obligations that continue after contract termination.,Review post-termination obligations and estimate operational burden.
"HOSPITALITYINVESTORSTRUST,INC_04_07_2014-EX-10.26-FRANCHISE AGREEMENT.PDF",Exclusivity,Competition Risk,Risk if Present,Critical,25,Creates exclusive dealing obligations that may limit business flexibility.,Review exclusivity obligations and assess whether they restrict future business opportunities.
INTERNATIONALFASTFOODCORP_04_04_1997-EX-99-FRANCHISE AGREEMENT.PDF,No-Solicit Of Employees,Competition Risk,Risk if Present,Medium,10,Restricts hiring or solicitation of the counterparty’s employees.,Review employee non-solicitation restrictions for scope and duration.
INTERNATIONALFASTFOODCORP_04_04_1997-EX-99-FRANCHISE AGREEMENT.PDF,Post-Termination Services,Lifecycle Risk,Risk if Present,High,18,Creates obligations that continue after contract termination.,Review post-termination obligations and estimate operational burden.
"GOOSEHEADINSURANCE,INC_04_02_2018-EX-10.6-Franchise Agreement.PDF",No-Solicit Of Customers,Competition Risk,Risk if Present,Medium,10,Restricts solicitation of the counterparty’s customers or partners.,Review customer non-solicitation restrictions for scope and duration.
"GOOSEHEADINSURANCE,INC_04_02_2018-EX-10.6-Franchise Agreement.PDF",No-Solicit Of Employees,Competition Risk,Risk if Present,Medium,10,Restricts hiring or solicitation of the counterparty’s employees.,Review employee non-solicitation restrictions for scope and duration.
"GOOSEHEADINSURANCE,INC_04_02_2018-EX-10.6-Franchise Agreement.PDF",Post-Termination Services,Lifecycle Risk,Risk if Present,High,18,Creates obligations that continue after contract termination.,Review post-termination obligations and estimate operational burden.
JOINTCORP_09_19_2014-EX-10.15-FRANCHISE AGREEMENT.PDF,Exclusivity,Competition Risk,Risk if Present,Critical,25,Creates exclusive dealing obligations that may limit business flexibility.,Review exclusivity obligations and assess whether they restrict future business opportunities.
JOINTCORP_09_19_2014-EX-10.15-FRANCHISE AGREEMENT.PDF,Post-Termination Services,Lifecycle Risk,Risk if Present,High,18,Creates obligations that continue after contract termination.,Review post-termination obligations and estimate operational burden.
AMERICASSHOPPINGMALLINC_12_10_1999-EX-10.2-SITE DEVELOPMENT AND HOSTING AGREEMENT.PDF,Exclusivity,Competition Risk,Risk if Present,Critical,25,Creates exclusive dealing obligations that may limit business flexibility.,Review exclusivity obligations and assess whether they restrict future business opportunities.
BEYONDCOMCORP_08_03_2000-EX-10.2-CO-HOSTING AGREEMENT.PDF,Exclusivity,Competition Risk,Risk if Present,Critical,25,Creates exclusive dealing obligations that may limit business flexibility.,Review exclusivity obligations and assess whether they restrict future business opportunities.
BEYONDCOMCORP_08_03_2000-EX-10.2-CO-HOSTING AGREEMENT.PDF,Post-Termination Services,Lifecycle Risk,Risk if Present,High,18,Creates obligations that continue after contract termination.,Review post-termination obligations and estimate operational burden.
BOLIVARMININGCORP_05_23_2003-EX-2.1-VISP WEB SITE BUILDING AND HOSTING AGREEMENT.PDF,No-Solicit Of Customers,Competition Risk,Risk if Present,Medium,10,Restricts solicitation of the counterparty’s customers or partners.,Review customer non-solicitation restrictions for scope and duration.
CORIOINC_07_20_2000-EX-10.5-LICENSE AND HOSTING AGREEMENT.PDF,Unlimited/All-You-Can-Eat-License,IP Risk,Risk if Present,High,18,Grants broad or unlimited usage rights.,Review broad license grants and usage limitations.
CORIOINC_07_20_2000-EX-10.5-LICENSE AND HOSTING AGREEMENT.PDF,Post-Termination Services,Lifecycle Risk,Risk if Present,High,18,Creates obligations that continue after contract termination.,Review post-termination obligations and estimate operational burden.
CHANGEPOINTCORP_03_08_2000-EX-10.6-LICENSE AND HOSTING AGREEMENT.PDF,Unlimited/All-You-Can-Eat-License,IP Risk,Risk if Present,High,18,Grants broad or unlimited usage rights.,Review broad license grants and usage limitations.
CHANGEPOINTCORP_03_08_2000-EX-10.6-LICENSE AND HOSTING AGREEMENT.PDF,Post-Termination Services,Lifecycle Risk,Risk if Present,High,18,Creates obligations that continue after contract termination.,Review post-termination obligations and estimate operational burden.
INKTOMICORP_06_08_1998-EX-10.14-SOFTWARE HOSTING AGREEMENT.PDF,Post-Termination Services,Lifecycle Risk,Risk if Present,High,18,Creates obligations that continue after contract termination.,Review post-termination obligations and estimate operational burden.
"ADMA BioManufacturing, LLC -  Amendment #3 to Manufacturing Agreement .PDF",Post-Termination Services,Lifecycle Risk,Risk if Present,High,18,Creates obligations that continue after contract termination.,Review post-termination obligations and estimate operational burden.
"Antares Pharma, Inc. - Manufacturing Agreement.PDF",Exclusivity,Competition Risk,Risk if Present,Critical,25,Creates exclusive dealing obligations that may limit business flexibility.,Review exclusivity obligations and assess whether they restrict future business opportunities.
"Columbia Laboratories, (Bermuda) Ltd. - AMEND NO. 2 TO MANUFACTURING AND SUPPLY AGREEMENT.PDF",Post-Termination Services,Lifecycle Risk,Risk if Present,High,18,Creates obligations that continue after contract termination.,Review post-termination obligations and estimate operational burden.
ELECTRAMECCANICA VEHICLES CORP. - Manufacturing Agreement .PDF,Exclusivity,Competition Risk,Risk if Present,Critical,25,Creates exclusive dealing obligations that may limit business flexibility.,Review exclusivity obligations and assess whether they restrict future business opportunities.
ELECTRAMECCANICA VEHICLES CORP. - Manufacturing Agreement .PDF,Post-Termination Services,Lifecycle Risk,Risk if Present,High,18,Creates obligations that continue after contract termination.,Review post-termination obligations and estimate operational burden.
"Sonos, Inc. - Manufacturing Agreement .PDF",No-Solicit Of Customers,Competition Risk,Risk if Present,Medium,10,Restricts solicitation of the counterparty’s customers or partners.,Review customer non-solicitation restrictions for scope and duration.
"Sonos, Inc. - Manufacturing Agreement .PDF",Post-Termination Services,Lifecycle Risk,Risk if Present,High,18,Creates obligations that continue after contract termination.,Review post-termination obligations and estimate operational burden.
SANDRIDGEENERGYINC_08_06_2009-EX-10.6-OPERATIONS AND MAINTENANCE AGREEMENT.PDF,Post-Termination Services,Lifecycle Risk,Risk if Present,High,18,Creates obligations that continue after contract termination.,Review post-termination obligations and estimate operational burden.
SFGFINANCIALCORP_05_12_2009-EX-10.1-SOFTWARE LICENSE AND MAINTENANCE AGREEMENT.PDF,No-Solicit Of Employees,Competition Risk,Risk if Present,Medium,10,Restricts hiring or solicitation of the counterparty’s employees.,Review employee non-solicitation restrictions for scope and duration.
SPARKLINGSPRINGWATERHOLDINGSLTD_07_03_2002-EX-10.13-SOFTWARE LICENSE AND MAINTENANCE AGREEMENT.PDF,No-Solicit Of Employees,Competition Risk,Risk if Present,Medium,10,Restricts hiring or solicitation of the counterparty’s employees.,Review employee non-solicitation restrictions for scope and duration.
SPARKLINGSPRINGWATERHOLDINGSLTD_07_03_2002-EX-10.13-SOFTWARE LICENSE AND MAINTENANCE AGREEMENT.PDF,Post-Termination Services,Lifecycle Risk,Risk if Present,High,18,Creates obligations that continue after contract termination.,Review post-termination obligations and estimate operational burden.
SMITHELECTRICVEHICLESCORP_04_04_2012-EX-10.26-FLEET MAINTENANCE AGREEMENT.PDF,Post-Termination Services,Lifecycle Risk,Risk if Present,High,18,Creates obligations that continue after contract termination.,Review post-termination obligations and estimate operational burden.
TELEGLOBEINTERNATIONALHOLDINGSLTD_03_29_2004-EX-10.10-CONSTRUCTION AND MAINTENANCE AGREEMENT.PDF,Post-Termination Services,Lifecycle Risk,Risk if Present,High,18,Creates obligations that continue after contract termination.,Review post-termination obligations and estimate operational burden.
VERTEXENERGYINC_08_14_2014-EX-10.24-OPERATION AND MAINTENANCE AGREEMENT.PDF,Post-Termination Services,Lifecycle Risk,Risk if Present,High,18,Creates obligations that continue after contract termination.,Review post-termination obligations and estimate operational burden.
VERTICALNETINC_04_01_2002-EX-10.19-MAINTENANCE AND SUPPORT AGREEMENT.PDF,No-Solicit Of Employees,Competition Risk,Risk if Present,Medium,10,Restricts hiring or solicitation of the counterparty’s employees.,Review employee non-solicitation restrictions for scope and duration.
VERTICALNETINC_04_01_2002-EX-10.19-MAINTENANCE AND SUPPORT AGREEMENT.PDF,Unlimited/All-You-Can-Eat-License,IP Risk,Risk if Present,High,18,Grants broad or unlimited usage rights.,Review broad license grants and usage limitations.
"HEMISPHERX - Sales, Marketing, Distribution, and Supply Agreement.PDF",Exclusivity,Competition Risk,Risk if Present,Critical,25,Creates exclusive dealing obligations that may limit business flexibility.,Review exclusivity obligations and assess whether they restrict future business opportunities.
"HEMISPHERX - Sales, Marketing, Distribution, and Supply Agreement.PDF",Post-Termination Services,Lifecycle Risk,Risk if Present,High,18,Creates obligations that continue after contract termination.,Review post-termination obligations and estimate operational burden.
Monsanto Company - SECOND A&R EXCLUSIVE AGENCY AND MARKETING AGREEMENT .PDF,Exclusivity,Competition Risk,Risk if Present,Critical,25,Creates exclusive dealing obligations that may limit business flexibility.,Review exclusivity obligations and assess whether they restrict future business opportunities.
Monsanto Company - SECOND A&R EXCLUSIVE AGENCY AND MARKETING AGREEMENT .PDF,No-Solicit Of Employees,Competition Risk,Risk if Present,Medium,10,Restricts hiring or solicitation of the counterparty’s employees.,Review employee non-solicitation restrictions for scope and duration.
Monsanto Company - SECOND A&R EXCLUSIVE AGENCY AND MARKETING AGREEMENT .PDF,Post-Termination Services,Lifecycle Risk,Risk if Present,High,18,Creates obligations that continue after contract termination.,Review post-termination obligations and estimate operational burden.
LECLANCHÉ S.A. - JOINT DEVELOPMENT AND MARKETING AGREEMENT.PDF,Exclusivity,Competition Risk,Risk if Present,Critical,25,Creates exclusive dealing obligations that may limit business flexibility.,Review exclusivity obligations and assess whether they restrict future business opportunities.
LECLANCHÉ S.A. - JOINT DEVELOPMENT AND MARKETING AGREEMENT.PDF,No-Solicit Of Employees,Competition Risk,Risk if Present,Medium,10,Restricts hiring or solicitation of the counterparty’s employees.,Review employee non-solicitation restrictions for scope and duration.
LECLANCHÉ S.A. - JOINT DEVELOPMENT AND MARKETING AGREEMENT.PDF,Post-Termination Services,Lifecycle Risk,Risk if Present,High,18,Creates obligations that continue after contract termination.,Review post-termination obligations and estimate operational burden.
"Loop Industries, Inc. - Marketing Agreement.PDF",No-Solicit Of Customers,Competition Risk,Risk if Present,Medium,10,Restricts solicitation of the counterparty’s customers or partners.,Review customer non-solicitation restrictions for scope and duration.
NUVEEN - REMARKETING AGREEMENT.PDF,Exclusivity,Competition Risk,Risk if Present,Critical,25,Creates exclusive dealing obligations that may limit business flexibility.,Review exclusivity obligations and assess whether they restrict future business opportunities.
"PACIRA PHARMACEUTICALS, INC. - A&R STRATEGIC LICENSING, DISTRIBUTION AND MARKETING AGREEMENT .PDF",Exclusivity,Competition Risk,Risk if Present,Critical,25,Creates exclusive dealing obligations that may limit business flexibility.,Review exclusivity obligations and assess whether they restrict future business opportunities.
"PACIRA PHARMACEUTICALS, INC. - A&R STRATEGIC LICENSING, DISTRIBUTION AND MARKETING AGREEMENT .PDF",Post-Termination Services,Lifecycle Risk,Risk if Present,High,18,Creates obligations that continue after contract termination.,Review post-termination obligations and estimate operational burden.
"Reinsurance Group of America, Incorporated - A&R REMARKETING  AGREEMENT.PDF",Exclusivity,Competition Risk,Risk if Present,Critical,25,Creates exclusive dealing obligations that may limit business flexibility.,Review exclusivity obligations and assess whether they restrict future business opportunities.
"SightLife Surgical, Inc. - STRATEGIC SALES & MARKETING AGREEMENT.PDF",Post-Termination Services,Lifecycle Risk,Risk if Present,High,18,Creates obligations that continue after contract termination.,Review post-termination obligations and estimate operational burden.
"Zounds Hearing, Inc. - MANUFACTURING DESIGN MARKETING AGREEMENT.PDF",No-Solicit Of Employees,Competition Risk,Risk if Present,Medium,10,Restricts hiring or solicitation of the counterparty’s employees.,Review employee non-solicitation restrictions for scope and duration.
"Zounds Hearing, Inc. - MANUFACTURING DESIGN MARKETING AGREEMENT.PDF",Post-Termination Services,Lifecycle Risk,Risk if Present,High,18,Creates obligations that continue after contract termination.,Review post-termination obligations and estimate operational burden.
NATIONALPROCESSINGINC_07_18_1996-EX-10.4-SPONSORSHIP AGREEMENT.PDF,Exclusivity,Competition Risk,Risk if Present,Critical,25,Creates exclusive dealing obligations that may limit business flexibility.,Review exclusivity obligations and assess whether they restrict future business opportunities.
PROLONGINTERNATIONALCORP_03_23_1998-EX-10.16-SPONSORSHIP AGREEMENT.PDF,Exclusivity,Competition Risk,Risk if Present,Critical,25,Creates exclusive dealing obligations that may limit business flexibility.,Review exclusivity obligations and assess whether they restrict future business opportunities.
RUBIOSRESTAURANTSINC_03_31_2008-EX-10.75-SPONSORSHIP AGREEMENT.PDF,Exclusivity,Competition Risk,Risk if Present,Critical,25,Creates exclusive dealing obligations that may limit business flexibility.,Review exclusivity obligations and assess whether they restrict future business opportunities.
"ADIANUTRITION,INC_04_01_2005-EX-10.D2-RESELLER AGREEMENT.PDF",Exclusivity,Competition Risk,Risk if Present,Critical,25,Creates exclusive dealing obligations that may limit business flexibility.,Review exclusivity obligations and assess whether they restrict future business opportunities.
DIVERSINETCORP_03_01_2012-EX-4-RESELLER AGREEMENT.PDF,Exclusivity,Competition Risk,Risk if Present,Critical,25,Creates exclusive dealing obligations that may limit business flexibility.,Review exclusivity obligations and assess whether they restrict future business opportunities.
DIVERSINETCORP_03_01_2012-EX-4-RESELLER AGREEMENT.PDF,No-Solicit Of Employees,Competition Risk,Risk if Present,Medium,10,Restricts hiring or solicitation of the counterparty’s employees.,Review employee non-solicitation restrictions for scope and duration.
DIVERSINETCORP_03_01_2012-EX-4-RESELLER AGREEMENT.PDF,Post-Termination Services,Lifecycle Risk,Risk if Present,High,18,Creates obligations that continue after contract termination.,Review post-termination obligations and estimate operational burden.
WORLDWIDESTRATEGIESINC_11_02_2005-EX-10-RESELLER AGREEMENT.PDF,Exclusivity,Competition Risk,Risk if Present,Critical,25,Creates exclusive dealing obligations that may limit business flexibility.,Review exclusivity obligations and assess whether they restrict future business opportunities.
