filename,document_name,clause_name,risk_domain,clause_role,severity,clause_present,business_description
"ELFBEAUTY,INC_07_02_2020-EX-10.1-COOPERATION AGREEMENT.PDF",Cooperation Agreement (,Warranty Duration,Operational Risk,Contextual,Low,False,Specifies how long warranties remain valid.
"ELFBEAUTY,INC_07_02_2020-EX-10.1-COOPERATION AGREEMENT.PDF",Cooperation Agreement (,Insurance,Liability Risk,Risk if Missing,Critical,False,Indicates whether a party must maintain insurance coverage.
FIBROGENINC_10_01_2014-EX-10.11-COLLABORATION AGREEMENT.PDF,COLLABORATION AGREEMENT (“A,Non-Compete,Competition Risk,Risk if present,Critical,False,"Restricts a party from competing in certain markets, geographies, or sectors."
FIBROGENINC_10_01_2014-EX-10.11-COLLABORATION AGREEMENT.PDF,COLLABORATION AGREEMENT (“A,Exclusivity,Competition Risk,Risk if Present,Critical,True,Creates exclusive dealing obligations that may limit business flexibility.
FIBROGENINC_10_01_2014-EX-10.11-COLLABORATION AGREEMENT.PDF,COLLABORATION AGREEMENT (“A,No-Solicit Of Customers,Competition Risk,Risk if Present,Medium,False,Restricts solicitation of the counterparty’s customers or partners.
FIBROGENINC_10_01_2014-EX-10.11-COLLABORATION AGREEMENT.PDF,COLLABORATION AGREEMENT (“A,No-Solicit Of Employees,Competition Risk,Risk if Present,Medium,False,Restricts hiring or solicitation of the counterparty’s employees.
FIBROGENINC_10_01_2014-EX-10.11-COLLABORATION AGREEMENT.PDF,COLLABORATION AGREEMENT (“A,Termination For Convenience,Lifecycle Risk,Risk if Missing,High,True,Allows termination without cause after notice or waiting period.
FIBROGENINC_10_01_2014-EX-10.11-COLLABORATION AGREEMENT.PDF,COLLABORATION AGREEMENT (“A,Change Of Control,Control Risk,Contextual,High,False,Creates rights or obligations triggered by ownership or control changes.
FIBROGENINC_10_01_2014-EX-10.11-COLLABORATION AGREEMENT.PDF,COLLABORATION AGREEMENT (“A,Anti-Assignment,Control Risk,Contextual,Medium,True,Restricts transfer or assignment of contractual rights.
FIBROGENINC_10_01_2014-EX-10.11-COLLABORATION AGREEMENT.PDF,COLLABORATION AGREEMENT (“A,Revenue/Profit Sharing,Financial Risk,Risk if present,High,True,Requires sharing revenue or profit with the counterparty.
FIBROGENINC_10_01_2014-EX-10.11-COLLABORATION AGREEMENT.PDF,COLLABORATION AGREEMENT (“A,Price Restrictions,Financial Risk,Risk if present,Medium,False,Restricts the ability to change prices.
FIBROGENINC_10_01_2014-EX-10.11-COLLABORATION AGREEMENT.PDF,COLLABORATION AGREEMENT (“A,Minimum Commitment,Financial Risk,Risk if present,High,True,"Requires minimum purchase, order, usage, or payment commitments."
FIBROGENINC_10_01_2014-EX-10.11-COLLABORATION AGREEMENT.PDF,COLLABORATION AGREEMENT (“A,Volume Restriction,Financial Risk,Risk if present,Medium,False,Creates restrictions or penalties based on usage or volume thresholds.
FIBROGENINC_10_01_2014-EX-10.11-COLLABORATION AGREEMENT.PDF,COLLABORATION AGREEMENT (“A,Ip Ownership Assignment,IP Risk,Contextual,Critical,True,Transfers ownership of created intellectual property to another party.
FIBROGENINC_10_01_2014-EX-10.11-COLLABORATION AGREEMENT.PDF,COLLABORATION AGREEMENT (“A,Joint Ip Ownership,IP Risk,Contextual,Medium,False,Creates shared ownership of intellectual property.
FIBROGENINC_10_01_2014-EX-10.11-COLLABORATION AGREEMENT.PDF,COLLABORATION AGREEMENT (“A,License Grant,IP Risk,Contextual,Low,True,"Grants rights to use intellectual property, technology, content, or services."
FIBROGENINC_10_01_2014-EX-10.11-COLLABORATION AGREEMENT.PDF,COLLABORATION AGREEMENT (“A,Unlimited/All-You-Can-Eat-License,IP Risk,Risk if Present,High,False,Grants broad or unlimited usage rights.
FIBROGENINC_10_01_2014-EX-10.11-COLLABORATION AGREEMENT.PDF,COLLABORATION AGREEMENT (“A,Irrevocable Or Perpetual License,IP Risk,Risk if present,High,True,Creates license rights that may survive indefinitely or cannot be revoked.
FIBROGENINC_10_01_2014-EX-10.11-COLLABORATION AGREEMENT.PDF,COLLABORATION AGREEMENT (“A,Post-Termination Services,Lifecycle Risk,Risk if Present,High,True,Creates obligations that continue after contract termination.
FIBROGENINC_10_01_2014-EX-10.11-COLLABORATION AGREEMENT.PDF,COLLABORATION AGREEMENT (“A,Audit Rights,Operational Risk,Contextual,Medium,True,"Allows one party to inspect records, books, systems, or compliance evidence."
FIBROGENINC_10_01_2014-EX-10.11-COLLABORATION AGREEMENT.PDF,COLLABORATION AGREEMENT (“A,Uncapped Liability,Liability Risk,Risk if present,Critical,False,Indicates whether a party may face liability without a contractual cap.
FIBROGENINC_10_01_2014-EX-10.11-COLLABORATION AGREEMENT.PDF,COLLABORATION AGREEMENT (“A,Cap On Liability,Liability Risk,Risk if Missing,Critical,True,Indicates whether the contract limits the maximum liability exposure.
FIBROGENINC_10_01_2014-EX-10.11-COLLABORATION AGREEMENT.PDF,COLLABORATION AGREEMENT (“A,Liquidated Damages,Liability Risk,Risk if present,Medium,True,Defines preset damages or fees for breach or termination.
FIBROGENINC_10_01_2014-EX-10.11-COLLABORATION AGREEMENT.PDF,COLLABORATION AGREEMENT (“A,Warranty Duration,Operational Risk,Contextual,Low,True,Specifies how long warranties remain valid.
FIBROGENINC_10_01_2014-EX-10.11-COLLABORATION AGREEMENT.PDF,COLLABORATION AGREEMENT (“A,Insurance,Liability Risk,Risk if Missing,Critical,True,Indicates whether a party must maintain insurance coverage.
"HC2HOLDINGS,INC_05_14_2020-EX-10.1-COOPERATION AGREEMENT.PDF",Cooperation Agreement,Non-Compete,Competition Risk,Risk if present,Critical,False,"Restricts a party from competing in certain markets, geographies, or sectors."
"HC2HOLDINGS,INC_05_14_2020-EX-10.1-COOPERATION AGREEMENT.PDF",Cooperation Agreement,Exclusivity,Competition Risk,Risk if Present,Critical,False,Creates exclusive dealing obligations that may limit business flexibility.
"HC2HOLDINGS,INC_05_14_2020-EX-10.1-COOPERATION AGREEMENT.PDF",Cooperation Agreement,No-Solicit Of Customers,Competition Risk,Risk if Present,Medium,False,Restricts solicitation of the counterparty’s customers or partners.
"HC2HOLDINGS,INC_05_14_2020-EX-10.1-COOPERATION AGREEMENT.PDF",Cooperation Agreement,No-Solicit Of Employees,Competition Risk,Risk if Present,Medium,False,Restricts hiring or solicitation of the counterparty’s employees.
"HC2HOLDINGS,INC_05_14_2020-EX-10.1-COOPERATION AGREEMENT.PDF",Cooperation Agreement,Termination For Convenience,Lifecycle Risk,Risk if Missing,High,False,Allows termination without cause after notice or waiting period.
"HC2HOLDINGS,INC_05_14_2020-EX-10.1-COOPERATION AGREEMENT.PDF",Cooperation Agreement,Change Of Control,Control Risk,Contextual,High,False,Creates rights or obligations triggered by ownership or control changes.
"HC2HOLDINGS,INC_05_14_2020-EX-10.1-COOPERATION AGREEMENT.PDF",Cooperation Agreement,Anti-Assignment,Control Risk,Contextual,Medium,True,Restricts transfer or assignment of contractual rights.
"HC2HOLDINGS,INC_05_14_2020-EX-10.1-COOPERATION AGREEMENT.PDF",Cooperation Agreement,Revenue/Profit Sharing,Financial Risk,Risk if present,High,False,Requires sharing revenue or profit with the counterparty.
"HC2HOLDINGS,INC_05_14_2020-EX-10.1-COOPERATION AGREEMENT.PDF",Cooperation Agreement,Price Restrictions,Financial Risk,Risk if present,Medium,False,Restricts the ability to change prices.
"HC2HOLDINGS,INC_05_14_2020-EX-10.1-COOPERATION AGREEMENT.PDF",Cooperation Agreement,Minimum Commitment,Financial Risk,Risk if present,High,False,"Requires minimum purchase, order, usage, or payment commitments."
"HC2HOLDINGS,INC_05_14_2020-EX-10.1-COOPERATION AGREEMENT.PDF",Cooperation Agreement,Volume Restriction,Financial Risk,Risk if present,Medium,False,Creates restrictions or penalties based on usage or volume thresholds.
"HC2HOLDINGS,INC_05_14_2020-EX-10.1-COOPERATION AGREEMENT.PDF",Cooperation Agreement,Ip Ownership Assignment,IP Risk,Contextual,Critical,False,Transfers ownership of created intellectual property to another party.
"HC2HOLDINGS,INC_05_14_2020-EX-10.1-COOPERATION AGREEMENT.PDF",Cooperation Agreement,Joint Ip Ownership,IP Risk,Contextual,Medium,False,Creates shared ownership of intellectual property.
"HC2HOLDINGS,INC_05_14_2020-EX-10.1-COOPERATION AGREEMENT.PDF",Cooperation Agreement,License Grant,IP Risk,Contextual,Low,False,"Grants rights to use intellectual property, technology, content, or services."
"HC2HOLDINGS,INC_05_14_2020-EX-10.1-COOPERATION AGREEMENT.PDF",Cooperation Agreement,Unlimited/All-You-Can-Eat-License,IP Risk,Risk if Present,High,False,Grants broad or unlimited usage rights.
"HC2HOLDINGS,INC_05_14_2020-EX-10.1-COOPERATION AGREEMENT.PDF",Cooperation Agreement,Irrevocable Or Perpetual License,IP Risk,Risk if present,High,False,Creates license rights that may survive indefinitely or cannot be revoked.
"HC2HOLDINGS,INC_05_14_2020-EX-10.1-COOPERATION AGREEMENT.PDF",Cooperation Agreement,Post-Termination Services,Lifecycle Risk,Risk if Present,High,False,Creates obligations that continue after contract termination.
"HC2HOLDINGS,INC_05_14_2020-EX-10.1-COOPERATION AGREEMENT.PDF",Cooperation Agreement,Audit Rights,Operational Risk,Contextual,Medium,False,"Allows one party to inspect records, books, systems, or compliance evidence."
"HC2HOLDINGS,INC_05_14_2020-EX-10.1-COOPERATION AGREEMENT.PDF",Cooperation Agreement,Uncapped Liability,Liability Risk,Risk if present,Critical,False,Indicates whether a party may face liability without a contractual cap.
"HC2HOLDINGS,INC_05_14_2020-EX-10.1-COOPERATION AGREEMENT.PDF",Cooperation Agreement,Cap On Liability,Liability Risk,Risk if Missing,Critical,False,Indicates whether the contract limits the maximum liability exposure.
"HC2HOLDINGS,INC_05_14_2020-EX-10.1-COOPERATION AGREEMENT.PDF",Cooperation Agreement,Liquidated Damages,Liability Risk,Risk if present,Medium,False,Defines preset damages or fees for breach or termination.
"HC2HOLDINGS,INC_05_14_2020-EX-10.1-COOPERATION AGREEMENT.PDF",Cooperation Agreement,Warranty Duration,Operational Risk,Contextual,Low,False,Specifies how long warranties remain valid.
"HC2HOLDINGS,INC_05_14_2020-EX-10.1-COOPERATION AGREEMENT.PDF",Cooperation Agreement,Insurance,Liability Risk,Risk if Missing,Critical,False,Indicates whether a party must maintain insurance coverage.
HPILHOLDING_01_07_2015-EX-99.1-COOPERATION AGREEMENT.PDF,COOPERATION AGREEMENT,Non-Compete,Competition Risk,Risk if present,Critical,False,"Restricts a party from competing in certain markets, geographies, or sectors."
HPILHOLDING_01_07_2015-EX-99.1-COOPERATION AGREEMENT.PDF,COOPERATION AGREEMENT,Exclusivity,Competition Risk,Risk if Present,Critical,False,Creates exclusive dealing obligations that may limit business flexibility.
HPILHOLDING_01_07_2015-EX-99.1-COOPERATION AGREEMENT.PDF,COOPERATION AGREEMENT,No-Solicit Of Customers,Competition Risk,Risk if Present,Medium,False,Restricts solicitation of the counterparty’s customers or partners.
HPILHOLDING_01_07_2015-EX-99.1-COOPERATION AGREEMENT.PDF,COOPERATION AGREEMENT,No-Solicit Of Employees,Competition Risk,Risk if Present,Medium,False,Restricts hiring or solicitation of the counterparty’s employees.
HPILHOLDING_01_07_2015-EX-99.1-COOPERATION AGREEMENT.PDF,COOPERATION AGREEMENT,Termination For Convenience,Lifecycle Risk,Risk if Missing,High,True,Allows termination without cause after notice or waiting period.
HPILHOLDING_01_07_2015-EX-99.1-COOPERATION AGREEMENT.PDF,COOPERATION AGREEMENT,Change Of Control,Control Risk,Contextual,High,False,Creates rights or obligations triggered by ownership or control changes.
HPILHOLDING_01_07_2015-EX-99.1-COOPERATION AGREEMENT.PDF,COOPERATION AGREEMENT,Anti-Assignment,Control Risk,Contextual,Medium,True,Restricts transfer or assignment of contractual rights.
HPILHOLDING_01_07_2015-EX-99.1-COOPERATION AGREEMENT.PDF,COOPERATION AGREEMENT,Revenue/Profit Sharing,Financial Risk,Risk if present,High,False,Requires sharing revenue or profit with the counterparty.
HPILHOLDING_01_07_2015-EX-99.1-COOPERATION AGREEMENT.PDF,COOPERATION AGREEMENT,Price Restrictions,Financial Risk,Risk if present,Medium,False,Restricts the ability to change prices.
HPILHOLDING_01_07_2015-EX-99.1-COOPERATION AGREEMENT.PDF,COOPERATION AGREEMENT,Minimum Commitment,Financial Risk,Risk if present,High,False,"Requires minimum purchase, order, usage, or payment commitments."
HPILHOLDING_01_07_2015-EX-99.1-COOPERATION AGREEMENT.PDF,COOPERATION AGREEMENT,Volume Restriction,Financial Risk,Risk if present,Medium,False,Creates restrictions or penalties based on usage or volume thresholds.
HPILHOLDING_01_07_2015-EX-99.1-COOPERATION AGREEMENT.PDF,COOPERATION AGREEMENT,Ip Ownership Assignment,IP Risk,Contextual,Critical,False,Transfers ownership of created intellectual property to another party.
HPILHOLDING_01_07_2015-EX-99.1-COOPERATION AGREEMENT.PDF,COOPERATION AGREEMENT,Joint Ip Ownership,IP Risk,Contextual,Medium,False,Creates shared ownership of intellectual property.
HPILHOLDING_01_07_2015-EX-99.1-COOPERATION AGREEMENT.PDF,COOPERATION AGREEMENT,License Grant,IP Risk,Contextual,Low,False,"Grants rights to use intellectual property, technology, content, or services."
HPILHOLDING_01_07_2015-EX-99.1-COOPERATION AGREEMENT.PDF,COOPERATION AGREEMENT,Unlimited/All-You-Can-Eat-License,IP Risk,Risk if Present,High,False,Grants broad or unlimited usage rights.
HPILHOLDING_01_07_2015-EX-99.1-COOPERATION AGREEMENT.PDF,COOPERATION AGREEMENT,Irrevocable Or Perpetual License,IP Risk,Risk if present,High,False,Creates license rights that may survive indefinitely or cannot be revoked.
HPILHOLDING_01_07_2015-EX-99.1-COOPERATION AGREEMENT.PDF,COOPERATION AGREEMENT,Post-Termination Services,Lifecycle Risk,Risk if Present,High,False,Creates obligations that continue after contract termination.
HPILHOLDING_01_07_2015-EX-99.1-COOPERATION AGREEMENT.PDF,COOPERATION AGREEMENT,Audit Rights,Operational Risk,Contextual,Medium,False,"Allows one party to inspect records, books, systems, or compliance evidence."
HPILHOLDING_01_07_2015-EX-99.1-COOPERATION AGREEMENT.PDF,COOPERATION AGREEMENT,Uncapped Liability,Liability Risk,Risk if present,Critical,False,Indicates whether a party may face liability without a contractual cap.
HPILHOLDING_01_07_2015-EX-99.1-COOPERATION AGREEMENT.PDF,COOPERATION AGREEMENT,Cap On Liability,Liability Risk,Risk if Missing,Critical,True,Indicates whether the contract limits the maximum liability exposure.
HPILHOLDING_01_07_2015-EX-99.1-COOPERATION AGREEMENT.PDF,COOPERATION AGREEMENT,Liquidated Damages,Liability Risk,Risk if present,Medium,False,Defines preset damages or fees for breach or termination.
HPILHOLDING_01_07_2015-EX-99.1-COOPERATION AGREEMENT.PDF,COOPERATION AGREEMENT,Warranty Duration,Operational Risk,Contextual,Low,False,Specifies how long warranties remain valid.
HPILHOLDING_01_07_2015-EX-99.1-COOPERATION AGREEMENT.PDF,COOPERATION AGREEMENT,Insurance,Liability Risk,Risk if Missing,Critical,False,Indicates whether a party must maintain insurance coverage.
LEJUHOLDINGSLTD_03_12_2014-EX-10.34-INTERNET CHANNEL COOPERATION AGREEMENT.PDF,INTERNET CHANNEL COOPERATION AGREEMENT,Non-Compete,Competition Risk,Risk if present,Critical,True,"Restricts a party from competing in certain markets, geographies, or sectors."
LEJUHOLDINGSLTD_03_12_2014-EX-10.34-INTERNET CHANNEL COOPERATION AGREEMENT.PDF,INTERNET CHANNEL COOPERATION AGREEMENT,Exclusivity,Competition Risk,Risk if Present,Critical,True,Creates exclusive dealing obligations that may limit business flexibility.
LEJUHOLDINGSLTD_03_12_2014-EX-10.34-INTERNET CHANNEL COOPERATION AGREEMENT.PDF,INTERNET CHANNEL COOPERATION AGREEMENT,No-Solicit Of Customers,Competition Risk,Risk if Present,Medium,False,Restricts solicitation of the counterparty’s customers or partners.
LEJUHOLDINGSLTD_03_12_2014-EX-10.34-INTERNET CHANNEL COOPERATION AGREEMENT.PDF,INTERNET CHANNEL COOPERATION AGREEMENT,No-Solicit Of Employees,Competition Risk,Risk if Present,Medium,False,Restricts hiring or solicitation of the counterparty’s employees.
LEJUHOLDINGSLTD_03_12_2014-EX-10.34-INTERNET CHANNEL COOPERATION AGREEMENT.PDF,INTERNET CHANNEL COOPERATION AGREEMENT,Termination For Convenience,Lifecycle Risk,Risk if Missing,High,False,Allows termination without cause after notice or waiting period.
LEJUHOLDINGSLTD_03_12_2014-EX-10.34-INTERNET CHANNEL COOPERATION AGREEMENT.PDF,INTERNET CHANNEL COOPERATION AGREEMENT,Change Of Control,Control Risk,Contextual,High,False,Creates rights or obligations triggered by ownership or control changes.
LEJUHOLDINGSLTD_03_12_2014-EX-10.34-INTERNET CHANNEL COOPERATION AGREEMENT.PDF,INTERNET CHANNEL COOPERATION AGREEMENT,Anti-Assignment,Control Risk,Contextual,Medium,True,Restricts transfer or assignment of contractual rights.
LEJUHOLDINGSLTD_03_12_2014-EX-10.34-INTERNET CHANNEL COOPERATION AGREEMENT.PDF,INTERNET CHANNEL COOPERATION AGREEMENT,Revenue/Profit Sharing,Financial Risk,Risk if present,High,False,Requires sharing revenue or profit with the counterparty.
LEJUHOLDINGSLTD_03_12_2014-EX-10.34-INTERNET CHANNEL COOPERATION AGREEMENT.PDF,INTERNET CHANNEL COOPERATION AGREEMENT,Price Restrictions,Financial Risk,Risk if present,Medium,False,Restricts the ability to change prices.
LEJUHOLDINGSLTD_03_12_2014-EX-10.34-INTERNET CHANNEL COOPERATION AGREEMENT.PDF,INTERNET CHANNEL COOPERATION AGREEMENT,Minimum Commitment,Financial Risk,Risk if present,High,False,"Requires minimum purchase, order, usage, or payment commitments."
LEJUHOLDINGSLTD_03_12_2014-EX-10.34-INTERNET CHANNEL COOPERATION AGREEMENT.PDF,INTERNET CHANNEL COOPERATION AGREEMENT,Volume Restriction,Financial Risk,Risk if present,Medium,False,Creates restrictions or penalties based on usage or volume thresholds.
LEJUHOLDINGSLTD_03_12_2014-EX-10.34-INTERNET CHANNEL COOPERATION AGREEMENT.PDF,INTERNET CHANNEL COOPERATION AGREEMENT,Ip Ownership Assignment,IP Risk,Contextual,Critical,False,Transfers ownership of created intellectual property to another party.
LEJUHOLDINGSLTD_03_12_2014-EX-10.34-INTERNET CHANNEL COOPERATION AGREEMENT.PDF,INTERNET CHANNEL COOPERATION AGREEMENT,Joint Ip Ownership,IP Risk,Contextual,Medium,False,Creates shared ownership of intellectual property.
LEJUHOLDINGSLTD_03_12_2014-EX-10.34-INTERNET CHANNEL COOPERATION AGREEMENT.PDF,INTERNET CHANNEL COOPERATION AGREEMENT,License Grant,IP Risk,Contextual,Low,False,"Grants rights to use intellectual property, technology, content, or services."
LEJUHOLDINGSLTD_03_12_2014-EX-10.34-INTERNET CHANNEL COOPERATION AGREEMENT.PDF,INTERNET CHANNEL COOPERATION AGREEMENT,Unlimited/All-You-Can-Eat-License,IP Risk,Risk if Present,High,False,Grants broad or unlimited usage rights.
LEJUHOLDINGSLTD_03_12_2014-EX-10.34-INTERNET CHANNEL COOPERATION AGREEMENT.PDF,INTERNET CHANNEL COOPERATION AGREEMENT,Irrevocable Or Perpetual License,IP Risk,Risk if present,High,False,Creates license rights that may survive indefinitely or cannot be revoked.
LEJUHOLDINGSLTD_03_12_2014-EX-10.34-INTERNET CHANNEL COOPERATION AGREEMENT.PDF,INTERNET CHANNEL COOPERATION AGREEMENT,Post-Termination Services,Lifecycle Risk,Risk if Present,High,False,Creates obligations that continue after contract termination.
LEJUHOLDINGSLTD_03_12_2014-EX-10.34-INTERNET CHANNEL COOPERATION AGREEMENT.PDF,INTERNET CHANNEL COOPERATION AGREEMENT,Audit Rights,Operational Risk,Contextual,Medium,False,"Allows one party to inspect records, books, systems, or compliance evidence."
LEJUHOLDINGSLTD_03_12_2014-EX-10.34-INTERNET CHANNEL COOPERATION AGREEMENT.PDF,INTERNET CHANNEL COOPERATION AGREEMENT,Uncapped Liability,Liability Risk,Risk if present,Critical,False,Indicates whether a party may face liability without a contractual cap.
LEJUHOLDINGSLTD_03_12_2014-EX-10.34-INTERNET CHANNEL COOPERATION AGREEMENT.PDF,INTERNET CHANNEL COOPERATION AGREEMENT,Cap On Liability,Liability Risk,Risk if Missing,Critical,False,Indicates whether the contract limits the maximum liability exposure.
LEJUHOLDINGSLTD_03_12_2014-EX-10.34-INTERNET CHANNEL COOPERATION AGREEMENT.PDF,INTERNET CHANNEL COOPERATION AGREEMENT,Liquidated Damages,Liability Risk,Risk if present,Medium,False,Defines preset damages or fees for breach or termination.
LEJUHOLDINGSLTD_03_12_2014-EX-10.34-INTERNET CHANNEL COOPERATION AGREEMENT.PDF,INTERNET CHANNEL COOPERATION AGREEMENT,Warranty Duration,Operational Risk,Contextual,Low,False,Specifies how long warranties remain valid.
LEJUHOLDINGSLTD_03_12_2014-EX-10.34-INTERNET CHANNEL COOPERATION AGREEMENT.PDF,INTERNET CHANNEL COOPERATION AGREEMENT,Insurance,Liability Risk,Risk if Missing,Critical,False,Indicates whether a party must maintain insurance coverage.
"MEETGROUP,INC_06_29_2017-EX-10.1-COOPERATION AGREEMENT.PDF",COOPERATION AGREEMENT,Non-Compete,Competition Risk,Risk if present,Critical,False,"Restricts a party from competing in certain markets, geographies, or sectors."
"MEETGROUP,INC_06_29_2017-EX-10.1-COOPERATION AGREEMENT.PDF",COOPERATION AGREEMENT,Exclusivity,Competition Risk,Risk if Present,Critical,False,Creates exclusive dealing obligations that may limit business flexibility.
"MEETGROUP,INC_06_29_2017-EX-10.1-COOPERATION AGREEMENT.PDF",COOPERATION AGREEMENT,No-Solicit Of Customers,Competition Risk,Risk if Present,Medium,False,Restricts solicitation of the counterparty’s customers or partners.
"MEETGROUP,INC_06_29_2017-EX-10.1-COOPERATION AGREEMENT.PDF",COOPERATION AGREEMENT,No-Solicit Of Employees,Competition Risk,Risk if Present,Medium,False,Restricts hiring or solicitation of the counterparty’s employees.
"MEETGROUP,INC_06_29_2017-EX-10.1-COOPERATION AGREEMENT.PDF",COOPERATION AGREEMENT,Termination For Convenience,Lifecycle Risk,Risk if Missing,High,False,Allows termination without cause after notice or waiting period.
"MEETGROUP,INC_06_29_2017-EX-10.1-COOPERATION AGREEMENT.PDF",COOPERATION AGREEMENT,Change Of Control,Control Risk,Contextual,High,True,Creates rights or obligations triggered by ownership or control changes.
"MEETGROUP,INC_06_29_2017-EX-10.1-COOPERATION AGREEMENT.PDF",COOPERATION AGREEMENT,Anti-Assignment,Control Risk,Contextual,Medium,True,Restricts transfer or assignment of contractual rights.
"MEETGROUP,INC_06_29_2017-EX-10.1-COOPERATION AGREEMENT.PDF",COOPERATION AGREEMENT,Revenue/Profit Sharing,Financial Risk,Risk if present,High,False,Requires sharing revenue or profit with the counterparty.
"MEETGROUP,INC_06_29_2017-EX-10.1-COOPERATION AGREEMENT.PDF",COOPERATION AGREEMENT,Price Restrictions,Financial Risk,Risk if present,Medium,False,Restricts the ability to change prices.
"MEETGROUP,INC_06_29_2017-EX-10.1-COOPERATION AGREEMENT.PDF",COOPERATION AGREEMENT,Minimum Commitment,Financial Risk,Risk if present,High,False,"Requires minimum purchase, order, usage, or payment commitments."
"MEETGROUP,INC_06_29_2017-EX-10.1-COOPERATION AGREEMENT.PDF",COOPERATION AGREEMENT,Volume Restriction,Financial Risk,Risk if present,Medium,False,Creates restrictions or penalties based on usage or volume thresholds.
"MEETGROUP,INC_06_29_2017-EX-10.1-COOPERATION AGREEMENT.PDF",COOPERATION AGREEMENT,Ip Ownership Assignment,IP Risk,Contextual,Critical,False,Transfers ownership of created intellectual property to another party.
"MEETGROUP,INC_06_29_2017-EX-10.1-COOPERATION AGREEMENT.PDF",COOPERATION AGREEMENT,Joint Ip Ownership,IP Risk,Contextual,Medium,False,Creates shared ownership of intellectual property.
"MEETGROUP,INC_06_29_2017-EX-10.1-COOPERATION AGREEMENT.PDF",COOPERATION AGREEMENT,License Grant,IP Risk,Contextual,Low,False,"Grants rights to use intellectual property, technology, content, or services."
"MEETGROUP,INC_06_29_2017-EX-10.1-COOPERATION AGREEMENT.PDF",COOPERATION AGREEMENT,Unlimited/All-You-Can-Eat-License,IP Risk,Risk if Present,High,False,Grants broad or unlimited usage rights.
"MEETGROUP,INC_06_29_2017-EX-10.1-COOPERATION AGREEMENT.PDF",COOPERATION AGREEMENT,Irrevocable Or Perpetual License,IP Risk,Risk if present,High,False,Creates license rights that may survive indefinitely or cannot be revoked.
"MEETGROUP,INC_06_29_2017-EX-10.1-COOPERATION AGREEMENT.PDF",COOPERATION AGREEMENT,Post-Termination Services,Lifecycle Risk,Risk if Present,High,False,Creates obligations that continue after contract termination.
"MEETGROUP,INC_06_29_2017-EX-10.1-COOPERATION AGREEMENT.PDF",COOPERATION AGREEMENT,Audit Rights,Operational Risk,Contextual,Medium,False,"Allows one party to inspect records, books, systems, or compliance evidence."
"MEETGROUP,INC_06_29_2017-EX-10.1-COOPERATION AGREEMENT.PDF",COOPERATION AGREEMENT,Uncapped Liability,Liability Risk,Risk if present,Critical,False,Indicates whether a party may face liability without a contractual cap.
"MEETGROUP,INC_06_29_2017-EX-10.1-COOPERATION AGREEMENT.PDF",COOPERATION AGREEMENT,Cap On Liability,Liability Risk,Risk if Missing,Critical,False,Indicates whether the contract limits the maximum liability exposure.
"MEETGROUP,INC_06_29_2017-EX-10.1-COOPERATION AGREEMENT.PDF",COOPERATION AGREEMENT,Liquidated Damages,Liability Risk,Risk if present,Medium,False,Defines preset damages or fees for breach or termination.
"MEETGROUP,INC_06_29_2017-EX-10.1-COOPERATION AGREEMENT.PDF",COOPERATION AGREEMENT,Warranty Duration,Operational Risk,Contextual,Low,False,Specifies how long warranties remain valid.
"MEETGROUP,INC_06_29_2017-EX-10.1-COOPERATION AGREEMENT.PDF",COOPERATION AGREEMENT,Insurance,Liability Risk,Risk if Missing,Critical,False,Indicates whether a party must maintain insurance coverage.
QIWI_06_16_2017-EX-99.(D)(2)-COOPERATION AGREEMENT.PDF,Cooperation Agreement,Non-Compete,Competition Risk,Risk if present,Critical,False,"Restricts a party from competing in certain markets, geographies, or sectors."
QIWI_06_16_2017-EX-99.(D)(2)-COOPERATION AGREEMENT.PDF,Cooperation Agreement,Exclusivity,Competition Risk,Risk if Present,Critical,False,Creates exclusive dealing obligations that may limit business flexibility.
QIWI_06_16_2017-EX-99.(D)(2)-COOPERATION AGREEMENT.PDF,Cooperation Agreement,No-Solicit Of Customers,Competition Risk,Risk if Present,Medium,False,Restricts solicitation of the counterparty’s customers or partners.
QIWI_06_16_2017-EX-99.(D)(2)-COOPERATION AGREEMENT.PDF,Cooperation Agreement,No-Solicit Of Employees,Competition Risk,Risk if Present,Medium,False,Restricts hiring or solicitation of the counterparty’s employees.
QIWI_06_16_2017-EX-99.(D)(2)-COOPERATION AGREEMENT.PDF,Cooperation Agreement,Termination For Convenience,Lifecycle Risk,Risk if Missing,High,False,Allows termination without cause after notice or waiting period.
QIWI_06_16_2017-EX-99.(D)(2)-COOPERATION AGREEMENT.PDF,Cooperation Agreement,Change Of Control,Control Risk,Contextual,High,False,Creates rights or obligations triggered by ownership or control changes.
QIWI_06_16_2017-EX-99.(D)(2)-COOPERATION AGREEMENT.PDF,Cooperation Agreement,Anti-Assignment,Control Risk,Contextual,Medium,True,Restricts transfer or assignment of contractual rights.
QIWI_06_16_2017-EX-99.(D)(2)-COOPERATION AGREEMENT.PDF,Cooperation Agreement,Revenue/Profit Sharing,Financial Risk,Risk if present,High,False,Requires sharing revenue or profit with the counterparty.
QIWI_06_16_2017-EX-99.(D)(2)-COOPERATION AGREEMENT.PDF,Cooperation Agreement,Price Restrictions,Financial Risk,Risk if present,Medium,False,Restricts the ability to change prices.
