filename,document_name,parties,agreement_date,effective_date,expiration_date,renewal_term,notice_period_to_terminate_renewal,governing_law,has_renewal_term,has_notice_period_to_terminate_renewal,has_expiration_date,has_effective_date,has_governing_law,non_compete,exclusivity,no_solicit_of_customers,no_solicit_of_employees,termination_for_convenience,change_of_control,anti_assignment,revenue_profit_sharing,price_restrictions,minimum_commitment,volume_restriction,ip_ownership_assignment,joint_ip_ownership,license_grant,unlimited_all_you_can_eat_license,irrevocable_or_perpetual_license,post_termination_services,audit_rights,uncapped_liability,cap_on_liability,liquidated_damages,warranty_duration,insurance
NEOMEDIATECHNOLOGIESINC_12_15_2005-EX-16.1-DISTRIBUTOR AGREEMENT.PDF,DISTRIBUTOR AGREEMENT,"PPG Paints Trading (Shanghai) Co Ltd (""PPG Shanghai""); NeoMedia Micro Paint Repair (""DISTRIBUTOR"")",12/01/[],12/01/[],12/31/06,30 days,,People's Republic of China,True,False,True,True,True,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False
NANOPHASETECHNOLOGIESCORP_11_01_2005-EX-99.1-DISTRIBUTOR AGREEMENT.PDF,DISTRIBUTOR AGREEMENT,"JOHNSON MATTHEY CATALOG COMPANY, INC. d/b/a ALFA AESAR (“ALFA AESAR”); Nanophase Technologies Corporation (“NTC”)",10/24/05,,10/24/10,2 years,6 months,"Delaware, Illinois",True,True,True,False,True,False,True,False,False,True,False,True,True,False,True,False,False,False,True,False,False,True,True,True,True,False,True,True
"OPTIMIZEDTRANSPORTATIONMANAGEMENT,INC_07_26_2000-EX-6.6-DISTRIBUTOR AGREEMENT.PDF",DISTRIBUTOR AGREEMENT,"COMWARE TECHNICAL SERVICES (""COMWARE""); INTERNATIONAL TEST SYSTEMS, INC. (""ITS"")",,,10/15/00,6 months,,Texas,True,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
"VISIUMTECHNOLOGIES,INC_10_20_2004-EX-10.20-DISTRIBUTOR AGREEMENT.PDF",DISTRIBUTOR AGREEMENT,"Wireless Links Inc (""WLI""); Jaguar Investments, Inc. and its affiliates (""Power2Ship"")",4/7/03,4/7/03,4/7/06,successive 1 year,120 days,New Jersey,True,True,True,True,True,False,False,False,False,False,False,True,True,False,True,False,False,False,True,False,False,True,True,False,True,False,True,True
ENERGYXXILTD_05_08_2015-EX-10.13-Transportation AGREEMENT.PDF,Transportation Agreement,"Energy XXI Gulf Coast, Inc. (""Shipper""); Energy XXI USA, Inc. (""Transporter"");Shipper and Transporter (individually as a “Party” or collectively as the “Parties”)",3/11/15,3/11/15,perpetual,perpetual,30 days,Texas,True,True,True,True,True,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False
ENTERPRISEPRODUCTSPARTNERSLP_07_08_1998-EX-10.3-TRANSPORTATION CONTRACT.PDF,TRANSPORTATION CONTRACT,"Enterprise Transportation Company (""Carrier""); Enterprise Products  Operating L.P. (""Shipper"")",6/1/98,6/1/98,6/1/99,perpetual,30 days,Texas,True,True,True,True,True,False,False,False,False,True,False,True,False,True,True,True,False,False,False,False,False,False,False,False,True,False,False,True
MARTINMIDSTREAMPARTNERSLP_01_23_2004-EX-10.3-TRANSPORTATION SERVICES AGREEMENT.PDF,MARINE TRANSPORTATION AGREEMENT,"Martin Operating Partnership L.P. (""Owner""); Midstream Fuel Service LLC (""Charterer"")",12/23/03,12/23/03,12/23/06,successive 1 year,30 days,Texas,True,True,True,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True
ADAMSGOLFINC_03_21_2005-EX-10.17-ENDORSEMENT AGREEMENT.PDF,ENDORSEMENT AGREEMENT,"TOM WATSON (""CONSULTANT""); ADAMS GOLF, LTD. (""ADAMS GOLF"")",1/13/05,9/1/04,[]/[]/[],,,Kansas,False,False,True,True,True,True,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False
AMBASSADOREYEWEARGROUPINC_11_17_1997-EX-10.28-ENDORSEMENT AGREEMENT.PDF,Endorsement Agreement,"Kathy Ireland, Inc. (""KI Inc.""); Kathy Ireland (""KI""); The Sterling/Winters Co. (""SW""); Diplomat Ambassador Eyewear Group (""Diplomat"")",8/24/95,8/1/95,1/30/00,,,California,False,False,True,True,True,False,True,False,False,False,False,True,True,False,True,True,False,False,True,False,False,True,True,False,False,False,False,True
HOLIDAYRVSUPERSTORESINC_04_15_2002-EX-10.13-ENDORSEMENT AGREEMENT.PDF,ENDORSEMENT AGREEMENT,"Holiday RV Superstores, Inc. d/b/a Recreation USA (""Company""); Affinity Group, Inc. (""AGI""); Company and AGI (each a ""Party"" and collectively the ""Parties"")",3/20/02,3/20/02,3/20/05,,,California,False,False,True,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
"MARSHALLHOLDINGSINTERNATIONAL,INC_04_14_2004-EX-10.15-ENDORSEMENT AGREEMENT.PDF",ENDORSEMENT AGREEMENT,"Bruce Jenner (""CELEBRITY""); The Right Solution (""COMPANY"")",11/1/03,,11/1/04,,,Nevada,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
MOVADOGROUPINC_04_30_2003-EX-10.28-ENDORSEMENT AGREEMENT.PDF,ENDORSEMENT AGREEMENT,"Movado Group, Inc. (""Company""); Trustees of the Grinberg Family Trust (""Trust"")",4/4/03,,perpetual,,,New York,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
MOSSIMOINC_04_14_2000-EX-10.14-ENDORSEMENT AGREEMENT.PDF,ENDORSEMENT AGREEMENT,"MOSSIMO, INC. (""Company""); DAVID DUVAL ENTERPRISES, INC (""Licensor"")",1/1/00,1/1/00,12/31/03,,,Ohio,False,False,True,True,True,False,True,False,False,False,True,True,False,False,True,False,True,False,True,False,False,False,False,False,True,True,False,True
SPORTHALEYINC_09_29_1997-EX-10.2-10-ENDORSEMENT AGREEMENT.PDF,ENDORSEMENT AGREEMENT,"SPORT-HALEY, INC. (""Company""); __________ (""Professional"")",[]/[]/19[],[]/[]/19[],,,,Colorado,False,False,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,False,False,False,False,False
TEARDROPGOLFCO_10_23_1996-EX-10.12-ENDORSEMENT AGREEMENT.PDF,Endorsement Agreement,"Teardrop Putter Corporation (""TPC""); Consolidated Artists  Inc. (""Consolidated Artists"")",1/1/96,1/1/96,12/31/98,,,Virginia,False,False,True,True,True,False,True,False,False,False,False,True,True,False,True,True,False,False,True,False,False,True,True,False,False,True,False,False
WARNINGMANAGEMENTSERVICESINC_12_10_1999-EX-10-ENDORSEMENT AGREEMENT.PDF,ENDORSEMENT AGREEMENT,"FAMOUS FIXINS, INC. (""Company""); PEY DIRT, INC. (""Pey Dirt"")",5/31/99,5/31/99,5/31/00,,,Tennessee,False,False,True,True,True,False,True,False,False,False,True,True,True,False,True,True,True,False,True,False,False,True,True,False,True,False,False,True
"Array BioPharma Inc. - LICENSE, DEVELOPMENT AND COMMERCIALIZATION AGREEMENT.PDF","LICENSE, DEVELOPMENT AND COMMERCIALIZATION AGREEMENT","Array BioPharma Inc., (""Array""); Ono Pharmaceutical Co., Ltd. (""Ono""); (individually ""Party"", collectively ""Parties"")",5/31/17,5/31/17,,,,New York,False,False,False,True,True,True,True,False,False,True,False,True,True,False,True,False,True,True,True,False,True,True,True,False,True,True,True,False
Microgenics Corporation - Collaborative Development and Commercialization Agreement.PDF,Collaborative Development and Commercialization Agreement,"Microgenics Corporation (""Microgenics""); Achaogen Inc. (""Achaogen""); (individually ""Party"" and collectively ""Parties"")",4/26/16,4/26/16,perpetual,,,Delaware,False,False,True,True,True,False,True,False,False,True,False,True,True,False,True,False,True,True,True,False,True,False,True,True,True,False,False,True
WARNERCHILCOTTPLC_12_31_2003-EX-4.36-DEVELOPMENT AGREEMENT.PDF,DEVELOPMENT AGREEMENT,"Leo Pharma A/S (""LEO""); Galen (Chemicals) Limited (""GALEN"")",04/[]/2003,04/[]/2003,,,,New York,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
TRUENORTHENERGYCORP_02_08_2007-EX-10.1-DEVELOPMENT AGREEMENT.PDF,DEVELOPMENT AGREEMENT (“,"BP America Production Company (""BP""); True North Energy Corp. (""Company"")(individually as a “Party” and collectively, the “Parties”)",1/1/07,1/1/07,,,,Louisiana,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,True
AIRTECHINTERNATIONALGROUPINC_05_08_2000-EX-10.4-FRANCHISE AGREEMENT.PDF,FRANCHISE AGREEMENT,"Airsopure International Group, Inc. (""AIRSOPURE"" or ""we"" or ""us"" or ""our""); [] (""You"" or ""Franchisee"" or ""Your"")",[]/[]/2000,[]/[]/2000,[]/[]/2010,2 successive 10 years,,Texas,True,False,True,True,True,True,True,True,True,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,True
"HOSPITALITYINVESTORSTRUST,INC_04_07_2014-EX-10.26-FRANCHISE AGREEMENT.PDF",FRANCHISE AGREEMENT,"Homewood Suites Franchise LLC (""we,"" ""us,"" ""our"" or ""Franchisor""); Franchisee (""you,"" ""your"" or ""Franchisee"") (We and you may collectively be referred to as the ""Parties."")",,3/21/14,3/31/29,,,New York,False,False,True,True,True,True,True,False,False,False,True,True,True,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True
INTERNATIONALFASTFOODCORP_04_04_1997-EX-99-FRANCHISE AGREEMENT.PDF,FRANCHISE AGREEMENT,"BURGER  KING  CORPORATION (""BKC""); INTERNATIONAL FAST FOOD POLSKA SP ZO.0 (""Franchisee""); INTERNATIONAL FAST FOOD                                           CORPORATION (""Principals"", ""Principal"")",,,,,,Florida,False,False,False,False,True,True,False,False,True,False,True,True,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False,True
"GOOSEHEADINSURANCE,INC_04_02_2018-EX-10.6-Franchise Agreement.PDF",FRANCHISE AGREEMENT,"Goosehead Insurance Agency, LLC (“we,” “us,” or “our""); (“you” or the “Franchisee"")",,,,successive 5 years,,Texas,True,False,False,False,True,True,False,True,True,False,True,True,True,False,True,False,True,False,True,False,True,True,True,False,True,True,False,True
JOINTCORP_09_19_2014-EX-10.15-FRANCHISE AGREEMENT.PDF,"Franchise Agreement

Addendum to Lease Agreement","The Joint Corp (“we”, “us”, the “Company”, or “The Joint Corp.""); (“you,” “Franchise Owner,” or “Franchisee"")
 
 ________________________________________ (“you,” “Franchise Owner,” or “Franchisee)(if you are a partnership, corporation, or limited liability company, your “Principal Owners”)",,,,10 years,,Arizona,True,False,False,False,True,True,True,False,False,True,True,True,True,False,True,False,False,False,True,False,False,True,True,True,True,True,False,True
AMERICASSHOPPINGMALLINC_12_10_1999-EX-10.2-SITE DEVELOPMENT AND HOSTING AGREEMENT.PDF,SITE DEVELOPMENT AND HOSTING AGREEMENT (,"Hanover Direct, Inc. (""HDI""); The Deerskin Companies, Inc. (""Company"")",8/9/99,,,successive 1 year,90 days,New York,True,True,False,False,True,True,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,True,False,False
BLUEFLYINC_03_27_2002-EX-10.27-e-business Hosting Agreement.PDF,e-business Hosting Agreement,"International Business Machines Corporation (""IBM""); Bluefly, Inc. (""Customer"")",1/14/02,1/15/02,perpetual,,,New York,False,False,True,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,True,True,True,False,False
BEYONDCOMCORP_08_03_2000-EX-10.2-CO-HOSTING AGREEMENT.PDF,Co-Hosting Agreement,"NETWORKS ASSOCIATES, INC. (""NAI""); SOFTWARE.NET CORPORATION (""a.k.a. Beyond.com"" or ""Co-Host"")",9/21/98,9/21/98,9/21/01,,,California,False,False,True,True,True,True,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,True,True,True,True,True,False,False
BNCMORTGAGEINC_05_17_1999-EX-10.4-LICENSING AND WEB SITE HOSTING AGREEMENT.PDF,LICENSING AND WEB SITE HOSTING AGREEMENT,"Mortgage Logic.com, Inc. (""Client""); TrueLink, Inc. (""TrueLink"")",2/26/99,2/26/99,2/26/00,successive 1 year,30 days,California,True,True,True,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
BOLIVARMININGCORP_05_23_2003-EX-2.1-VISP WEB SITE BUILDING AND HOSTING AGREEMENT.PDF,VISP WEB SITE BUILDING AND HOSTING AGREEMENT,"YourNetPlus.com, Inc. (""Provider""); Kingdom Connect, Inc. (""KCI"")",5/12/03,,5/12/08,successive 1 year,90 days,New York,True,True,True,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
CORIOINC_07_20_2000-EX-10.5-LICENSE AND HOSTING AGREEMENT.PDF,License and Hosting Agreement,"Corio Inc. (""CORIO""); Commerce One, Inc. (""COMMERCE ONE"")",10/29/99,10/29/99,10/29/04,successive 1 year,30 days,California,True,True,True,True,True,False,False,False,False,False,True,True,True,False,False,False,True,True,True,True,True,True,True,True,True,False,True,False
CHANGEPOINTCORP_03_08_2000-EX-10.6-LICENSE AND HOSTING AGREEMENT.PDF,License and Hosting Agreement,"Corio Inc. (""CORIO""); Changepoint, Inc. (""CHANGEPOINT"")",12/13/99,12/13/99,12/13/04,successive 1 year,30 days,California,True,True,True,True,True,True,False,False,False,False,False,True,True,False,False,True,True,True,True,True,True,True,True,True,True,False,True,False
GALACTICOMMTECHNOLOGIESINC_11_07_1997-EX-10.46-WEB HOSTING AGREEMENT.PDF,WEB HOSTING AGREEMENT,Galacticomm; Horst Entertainment Inc,9/9/97,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
INKTOMICORP_06_08_1998-EX-10.14-SOFTWARE HOSTING AGREEMENT.PDF,Software Hosting Agreement,"INKTOMI CORPORATION (""Inktomi""); MICROSOFT CORPORATION (""Microsoft"")",,7/27/97,perpetual,,,Washington,False,False,True,True,True,False,False,False,False,True,True,True,False,False,False,False,True,True,True,False,False,True,True,True,True,True,False,True
"ADMA BioManufacturing, LLC -  Amendment #3 to Manufacturing Agreement .PDF",Amendment #3 to the Manufacturing Agreemen,"ADMA BioManuFacturing, LLC (""ADMA""); Sanofi Pasteur S.A (""Sanofi Pasteur"")",12/22/17,12/21/17,,,,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,True,False,False
"Antares Pharma, Inc. - Manufacturing Agreement.PDF",Manufacturing Agreement,"Antares Pharma, Inc. (""Antares""); AMAG Pharmaceuticals, Inc. (""AMAG""); individually as ""Party"" and collectively as the ""Parties""",3/20/18,3/20/18,Perpetual,,,New York,False,False,True,True,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True
Apollo Endosurgery - Manufacturing and Supply Agreement.PDF,Manufacturing and Supply Agreement,"Apollo Endosurgery (""APOLLO""); Establishment Labs, S.A (""ESTABLISHMENT""); Apollo and Establishment shall hereinafter be individually referred to as a ""Party"" and collectively as the ""Parties""",12/5/14,12/5/14,12/5/19,successive 1 year,1 year,Texas,True,True,True,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,True,False,True,True
Cerus Corporation - FIRST AMEND TO SUPPLY AND MANUFACTURING AGREEMENT.PDF,FIRST AMENDMENT TO SUPPLY AND MANUFACTURING AGREEMENT,"Cerus Corporation (""Cerus""); Porex Corporation (""Porex"")",6/22/18,4/1/18,,,,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Columbia Laboratories, (Bermuda) Ltd. - AMEND NO. 2 TO MANUFACTURING AND SUPPLY AGREEMENT.PDF",AMENDMENT NO. 2 TO MANUFACTURING AND SUPPLY AGREEMENT,"Columbia Laboratories, (Bermuda) Ltd. (""Columbia""); Fleet Laboratories Limited (""Fleet"")",[]/[]/2018,[]/[]/2018,12/31/24,,,England,False,False,True,True,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True
ELECTRAMECCANICA VEHICLES CORP. - Manufacturing Agreement .PDF,Manufacturing Agreement,"Electrameccanica Vehicles Corp (""EMV""); Chongqing Zongshen Automobile Industry Co., LTD. (""Manufacturer""); ELECTRAMECCANICA VEHICLES CORP (""EMV"")",02/[]/2017,02/[]/2017,02/[]/2021,successive 1 year,,Hong Kong,True,False,True,True,True,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,True,True,True,False,False,False,False,False
"Magenta Therapeutics, Inc. - Master Development and Manufacturing Agreement.PDF",Master Development and Manufacturing Agreement,"Magenta Therapeutics, Inc. (""Magenta""); Bachem Americas, Inc. (""Bachem"") (individually as a “Party” or collectively as the “Parties”)",2/13/18,2/13/18,2/13/23,successive 1 year,,New York,True,False,True,True,True,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,True,False,True,True,True,False,True,True
"Sonos, Inc. - Manufacturing Agreement .PDF",Manufacturing Agreement,"Sonos, Inc. (""Sonos""); Inventec Appliances Corporation (""IAC"")",9/4/14,9/4/14,9/4/17,successive 1 year,6 months,California,True,True,True,True,True,False,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False,True,True,True,True,False,True,True
"VAPOTHERM, INC. - Manufacturing and Supply Agreement.PDF",Manufacturing and Supply Agreement,"VAPOTHERM, INC (""Vapotherm""); MEDICA S.p.A. (""Medica"")",1/1/13,,1/1/16,successive 1 year,[],New York,True,True,True,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,True,True,False,False,True
"ON2TECHNOLOGIES,INC_11_17_2006-EX-10.3-SUPPORT AND MAINTENANCE AGREEMENT.PDF",SUPPORT AND MAINTENANCE AGREEMENT,"On2 Technologies, Inc. (""On2""); Wildform, Inc. (""Wildform"")",04/[]/2005,04/[]/2005,10/[]/2006,,,New York,False,False,True,True,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
PRIMEENERGYRESOURCESCORP_04_02_2007-EX-10.28-COMPLETION AND LIQUIDITY MAINTENANCE AGREEMENT.PDF,COMPLEHON AGREEMENT AND UQITDITV MAINTENANCE AGREEMENT,"PRIMEEVERGY CORPORATION (""Prime); GUARANTY BANK (""Guaranty""); PRIME OFFSHORE L.L.C. (""Offshore"")",6/29/06,6/29/06,,,,Texas,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SECURIANFUNDSTRUST_05_01_2012-EX-99.28.H.9-NET INVESTMENT INCOME MAINTENANCE AGREEMENT.PDF,"RESTATED NET INVESTMENT INCOME MAINTENANCE AGREEMENT,","Advantus Capital  Management, Inc. (""Investment Adviser”); Securian Financial Services, Inc. (“Underwriter”); Securian Funds Trust (“Trust”); 
Trust’s Advantus Money Market Fund (“Fund”)",5/1/12,5/1/12,5/1/13,sucessive 1 year,,,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SANDRIDGEENERGYINC_08_06_2009-EX-10.6-OPERATIONS AND MAINTENANCE AGREEMENT.PDF,OPERATIONS AND MAINTENANCE AGREEMENT,"Piñon Gathering Company, LLC (""Owner""); SandRidge Midstream, Inc. (""Operator"")",6/30/09,6/30/09,6/30/29,,,Texas,False,False,True,True,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,True
SEPARATEACCOUNTIIOFAGL_05_02_2011-EX-99.(J)(4)-UNCONDITIONAL CAPITAL MAINTENANCE AGREEMENT.PDF,Unconditional Capital Maintenance Agreement,"American International Group, Inc. (""AIG""); American General Life Insurance Company (""Company"")",3/30/11,3/30/11,perpetual,,,New York,False,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-4.(B)(II).3-Maintenance and support contract for SICAP(R) modules.PDF,Maintenance and support contract,EuroTel; Sicap Ltd,,10/6/00,10/6/02,successive 1 year,6 weeks,,True,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
SFGFINANCIALCORP_05_12_2009-EX-10.1-SOFTWARE LICENSE AND MAINTENANCE AGREEMENT.PDF,SOFTWARE LICENSE AND MAINTENANCE AGREEMENT,"SFG Financial Corp (""E-Path FX"", ""Licensor""); 551 FX IB Associates, LLC (""Licensee"")",4/27/09,,,7 years,,New York,True,False,False,False,True,False,False,False,True,False,True,True,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False
SPARKLINGSPRINGWATERHOLDINGSLTD_07_03_2002-EX-10.13-SOFTWARE LICENSE AND MAINTENANCE AGREEMENT.PDF,SOFTWARE LICENSE AND MAINTENANCE AGREEMENT,"GARMAN ROUTING SYSTEMS, INC. (""GARMAN""); SPARKLING SPRING WATER GROUP LIMITED (""SPARKLING"")",05/[]/2000,,perpetual,successive 1 year,,"Nova Scotia, Canada",True,False,True,False,True,False,False,False,True,True,False,True,False,False,False,False,False,False,True,False,True,True,False,False,True,False,True,False
SMITHELECTRICVEHICLESCORP_04_04_2012-EX-10.26-FLEET MAINTENANCE AGREEMENT.PDF,   FLEET MAINTENANCE AGREEMENT,"DAIRY CREST LIMITED (""DCL""); SEV GROUP LIMITED (""SEV"")",10/13/05,10/16/05,10/16/10,,,England; Wales,False,False,True,True,True,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,True
"SPIENERGYCO,LTD_03_09_2011-EX-99.5-OPERATIONS AND MAINTENANCE AGREEMENT.PDF",OPERATIONS AND MAINTENANCE AGREEMENT,"Solar Tax Partners 1, LLC (""Owner""); Solar Power, Inc. (""Service Provider""); (Owner and Service Provider are sometimes hereinafter referred to individually as a “Party” and collectively as  the “Parties"")",12/11/09,12/11/09,12/11/19,successive 1 year,30 days,California,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
STARTECGLOBALCOMMUNICATIONSCORP_11_16_1998-EX-10.30-CONSTRUCTION AND MAINTENANCE AGREEMENT.PDF,CONSTRUCTION AND MAINTENANCE AGREEMENT,"ABS Telecom plc; AT&T Corp.; BARAK I.T.C; BC TEL; Belgacom S.A.; BellSouth International, Inc.; British Telecommunications pIc; Cable & Wireless Global Network Organisation Limited; Cable & Wireless, Inc.; Carrier 1 AG; COMPANHIA PORTUGUESA RADIO MARCONI, SA.; Com Tech International Corporation; CYPRUS TELECOMMUNICATIONS AUTHORITY; Deutsche Telekom AG; Energis Communications Limited; Emirates Telecommunications Corporation - ETISALAT; France Telecom; GTE Intelligent Network Services Incorporated; Hellenic Telecommunications Organisation S.A.; IXC Communications, Inc.; IXNET Limited; Japan Telecom Co., Ltd.; Kokusai Denshin Denwa Americas Inc.; KPN Telecom B.V; MCI International Inc.; NTT Worldwide Network Corporation; OY FINNET International AB; Pacific Gateway Exchange; Pacific Gateway Exchange Inc.; Rostelecom; RSL Communications Limited; Singapore Telecommunications Limited; Slovenske Telecomunicatie s.e.; Sonera Ltd.; Sprint Communications Company L.P. ; STAR Telecommunications Inc.; StarHub; STARTEC GLOBAL COMMUNICATIONS CORPORATION; Swisscom Ltd; Swisscom North America Inc.; Tele 2 AB; TeleBermuda International Limited; Tele Danmark A/S; Telef6nica de Espana, S.A.; Teleglobe USA; Telenor Global Services AS; Telesur; TELIA AB (publ); Telia North America Inc.; Transoceanic Communications Incorporated; Turk Telekomunikasyon A.S.; Ultrallne (Bermuda) Limited; VIATEL; Videsh Sanchar Nigam Limited 
(hereinafter  collectively  called  ""Parties""  and  individually  called ""Party"")",9/2/98,9/2/98,9/2/23,,,Switzerland,False,False,True,True,True,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True
SUNTRONCORP_05_17_2006-EX-10.22-MAINTENANCE AGREEMENT.PDF,MAINTENANCE AGREEMENT,"THAYER EQUITY INVESTORS IV, L.P. (""Investor""); U.S. Bank National ASSOCIATION (together with its successors and assigns in such capacity, the ""Agent""); (Investor and Agent collectively and together with their respective successors and assigns, the ""Lenders""); SUNTRON CORPORATION; K*TEC OPERATING CORP., SUNCTRON GCO L.P.; EFTC OPERATING CORP.; SUNTRON-IOWA, INC.; CURRENT ELECTRONICS, INC.; RM ELECTRONICS, INC.; SUNTRON-KANSAS, INC. (collectively, the ""Borrowers"")",3/28/06,,,,,Minnesota,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False
SUMMAFOURINC_06_19_1998-EX-10.3-SOFTWARE LICENSE AND MAINTENANCE AGREEMENT.PDF,Software license and maintenance agreement,"D2 Technologies, Inc. (""D2""); Summa Four Inc. (""LICENSEE"")",8/4/97,8/4/97,perpetual,,,New York,False,False,True,True,True,False,False,False,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,True,True,False
TELEGLOBEINTERNATIONALHOLDINGSLTD_03_29_2004-EX-10.10-CONSTRUCTION AND MAINTENANCE AGREEMENT.PDF,ASIA PACIFIC CABLE NETWORK 2 CONSTRUCTION & MAINTENANCE AGREEMENT,"Advantage Telecommunications Ltd.; Cable & Wireless Global Network Limited; Cable & Wireless HKT international Limited; China Telecom; China United Telecommunications Corporation; Chunghwa Telecom Co., Ltd.,; Concert Global Network Services, Ltd.; Global One Communications Network, Inc.; Japan Telecom Co., Ltd.; KDD Corporation; Korea Telecom; KPN Telecom B.V.; Layer 2 Communications Group Ltd.; MCI International Telecommunications. Inc.; Metromedia Fiber Network Services, Inc.; New Century InfoComm Ltd., Preparatory Office; NTT Communications Corporation; Onelink Cable Network Limited; Philippine Long Distance Telephone Company; Singapore Telecommunications Limited; StarHub Pte Ltd; Taiwan Fixed Network Co., Ltd. Preparatory Office; Teleglobe USA Inc.; Telekom Malaysia Berhad (128740-P); Telstra Global Networks Limited; Williams Communications, Inc.,; APT Satellite Telecommunications Limited; Bayan Telecommunications, Inc.; China Netcom Corporation Ltd.; The Communications Authority of Thailand; CTI International Limited; Dacom Corporation; edge2net Inc.; Eastern Telecommunications Philippines, Incorporated; Global Access Ltd.; Globe Telecom, Inc.; GNG Networks. Inc.; GTE Intelligent Network Service Incorporated; PT Indosat (Persero) Tbk; Maxis International Sdn. Bhd; New World Telephone Limited; NTT Com Asia Ltd.;Onse Telecom Corporation; Telia AB (publ); TT dotCom Sdn Bhd; (hereinafter collectively called “Parties” and individually called “Party”)",4/18/00,4/18/00,4/18/25,,,,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False
TELKOMSALTD_01_30_2003-EX-10-LICENCE AND MAINTENANCE AGREEMENT.PDF,LICENCE AND MAINTENANCE AGREEMENT,"SYSTEMS APPLICATIONS PRODUCTS (AFRICA) (PTY) LIMITED (""SAP AFRICA""); TELKOM SOUTH AFRICA LIMITED (""TELKOM"")",3/31/01,,perpetual,,,Republic of South Africa,False,False,True,False,True,True,False,False,False,True,False,True,True,False,False,True,False,True,True,False,True,False,False,False,True,False,False,True
